Gene	Datasets	Intersected	Size	Assay	Type	Weight
COL18A1	12_Human;14_Human;17_Human	3	8	In vitro	EVs	0.0274576087070263
CLU	14_Human;18_Human	2	8	In vitro	EVs	0.00885335346498979
NMT1	14_Human	1	8	In vitro	EVs	0.00598802395209581
INHBA	17_Human	1	8	In vitro	EVs	0.0163934426229508
AP2A2	19_Human	1	8	In vitro	EVs	0.00613496932515337
ANGPTL4	14_Human;16_Human	2	8	In vitro	EVs	0.028210246174318
SUCLA2	14_Human	1	8	In vitro	EVs	0.00598802395209581
CLIC1	15_Human;18_Human	2	8	In vitro	EVs	0.0445319961795606
COL16A1	19_Human	1	8	In vitro	EVs	0.00613496932515337
C1R	13_Human;18_Human	2	8	In vitro	EVs	0.065365329512894
CAND1	19_Human	1	8	In vitro	EVs	0.00613496932515337
ZNF326	12_Human	1	8	In vitro	EVs	0.0050761421319797
H3C2	12_Human	1	8	In vitro	EVs	0.0050761421319797
H3C10	12_Human	1	8	In vitro	EVs	0.0050761421319797
H3C6	12_Human	1	8	In vitro	EVs	0.0050761421319797
H3C11	12_Human	1	8	In vitro	EVs	0.0050761421319797
H3C12	12_Human	1	8	In vitro	EVs	0.0050761421319797
H3C4	12_Human	1	8	In vitro	EVs	0.0050761421319797
H3C1	12_Human	1	8	In vitro	EVs	0.0050761421319797
H3C3	12_Human	1	8	In vitro	EVs	0.0050761421319797
H3C8	12_Human	1	8	In vitro	EVs	0.0050761421319797
H3C7	12_Human	1	8	In vitro	EVs	0.0050761421319797
NME1	18_Human	1	8	In vitro	EVs	0.00286532951289398
MATR3	12_Human	1	8	In vitro	EVs	0.0050761421319797
PCK2	12_Human	1	8	In vitro	EVs	0.0050761421319797
PDCD4	12_Human	1	8	In vitro	EVs	0.0050761421319797
CNPY2	14_Human	1	8	In vitro	EVs	0.00598802395209581
STAT2	12_Human	1	8	In vitro	EVs	0.0050761421319797
SF3B2	14_Human	1	8	In vitro	EVs	0.00598802395209581
TMEM109	14_Human	1	8	In vitro	EVs	0.00598802395209581
UBA52	18_Human	1	8	In vitro	EVs	0.00286532951289398
CFH	13_Human;17_Human;18_Human	3	8	In vitro	EVs	0.0817587721358448
EHD4	19_Human	1	8	In vitro	EVs	0.00613496932515337
HMCN1	18_Human	1	8	In vitro	EVs	0.00286532951289398
DCD	12_Human;18_Human	2	8	In vitro	EVs	0.00794147164487368
COX4I1	14_Human	1	8	In vitro	EVs	0.00598802395209581
DDOST	14_Human	1	8	In vitro	EVs	0.00598802395209581
NEGR1	18_Human	1	8	In vitro	EVs	0.00286532951289398
TSG101	14_Human	1	8	In vitro	EVs	0.00598802395209581
ACAN	18_Human;19_Human	2	8	In vitro	EVs	0.00900029883804736
SERPINC1	12_Human	1	8	In vitro	EVs	0.0050761421319797
F9	19_Human	1	8	In vitro	EVs	0.00613496932515337
F10	19_Human	1	8	In vitro	EVs	0.00613496932515337
MMP13	18_Human	1	8	In vitro	EVs	0.00286532951289398
DKK3	17_Human	1	8	In vitro	EVs	0.0163934426229508
ITGBL1	13_Human	1	8	In vitro	EVs	0.0625
ITIH1	18_Human	1	8	In vitro	EVs	0.00286532951289398
GALK1	19_Human	1	8	In vitro	EVs	0.00613496932515337
KRT9	18_Human	1	8	In vitro	EVs	0.00286532951289398
KRT2	18_Human	1	8	In vitro	EVs	0.00286532951289398
OGN	18_Human	1	8	In vitro	EVs	0.00286532951289398
NID2	14_Human;17_Human;18_Human;19_Human	4	8	In vitro	EVs	0.031381765413094
OLFML3	17_Human;18_Human	2	8	In vitro	EVs	0.0192587721358448
PLG	18_Human	1	8	In vitro	EVs	0.00286532951289398
GOLGB1	12_Human	1	8	In vitro	EVs	0.0050761421319797
ITGA3	14_Human;16_Human	2	8	In vitro	EVs	0.028210246174318
STC2	17_Human;18_Human;19_Human	3	8	In vitro	EVs	0.0253937414609982
SPOCK1	12_Human;17_Human;18_Human	3	8	In vitro	EVs	0.0243349142678245
THBS1	13_Human;17_Human;18_Human;19_Human	4	8	In vitro	EVs	0.0878937414609982
THBS4	19_Human	1	8	In vitro	EVs	0.00613496932515337
NSUN2	14_Human	1	8	In vitro	EVs	0.00598802395209581
H1-4	12_Human	1	8	In vitro	EVs	0.0050761421319797
HSPE1	18_Human	1	8	In vitro	EVs	0.00286532951289398
ILF3	18_Human	1	8	In vitro	EVs	0.00286532951289398
LRP1	13_Human;15_Human;18_Human	3	8	In vitro	EVs	0.107031996179561
NUTF2	19_Human	1	8	In vitro	EVs	0.00613496932515337
RBM4	12_Human	1	8	In vitro	EVs	0.0050761421319797
DLD	18_Human	1	8	In vitro	EVs	0.00286532951289398
EPHA2	14_Human	1	8	In vitro	EVs	0.00598802395209581
LGALS1	16_Human;18_Human;19_Human	3	8	In vitro	EVs	0.0312225210602696
TPI1	18_Human;19_Human	2	8	In vitro	EVs	0.00900029883804736
NCAM1	12_Human	1	8	In vitro	EVs	0.0050761421319797
OAS2	12_Human	1	8	In vitro	EVs	0.0050761421319797
CADM1	12_Human	1	8	In vitro	EVs	0.0050761421319797
DOCK1	12_Human	1	8	In vitro	EVs	0.0050761421319797
PAM16	12_Human	1	8	In vitro	EVs	0.0050761421319797
CORO7	12_Human	1	8	In vitro	EVs	0.0050761421319797
CORO7-PAM16	12_Human	1	8	In vitro	EVs	0.0050761421319797
TM9SF4	12_Human	1	8	In vitro	EVs	0.0050761421319797
IFRD2	12_Human	1	8	In vitro	EVs	0.0050761421319797
HLA-B	12_Human	1	8	In vitro	EVs	0.0050761421319797
IFNGR1	12_Human	1	8	In vitro	EVs	0.0050761421319797
MYCBP2	12_Human	1	8	In vitro	EVs	0.0050761421319797
BBS9	12_Human	1	8	In vitro	EVs	0.0050761421319797
TGFBR1	12_Human	1	8	In vitro	EVs	0.0050761421319797
ABI3BP	12_Human;16_Human;18_Human;19_Human	4	8	In vitro	EVs	0.0362986631922493
PLAU	12_Human	1	8	In vitro	EVs	0.0050761421319797
GOSR1	12_Human	1	8	In vitro	EVs	0.0050761421319797
NUP155	12_Human	1	8	In vitro	EVs	0.0050761421319797
PUM1	12_Human	1	8	In vitro	EVs	0.0050761421319797
TNFRSF1A	12_Human	1	8	In vitro	EVs	0.0050761421319797
LUC7L	12_Human	1	8	In vitro	EVs	0.0050761421319797
PABPC4	12_Human	1	8	In vitro	EVs	0.0050761421319797
GEMIN4	12_Human	1	8	In vitro	EVs	0.0050761421319797
CDCA3	12_Human	1	8	In vitro	EVs	0.0050761421319797
POLR3A	12_Human	1	8	In vitro	EVs	0.0050761421319797
IFIT3	12_Human	1	8	In vitro	EVs	0.0050761421319797
STX6	12_Human	1	8	In vitro	EVs	0.0050761421319797
PIP5K1C	12_Human	1	8	In vitro	EVs	0.0050761421319797
KPNA6	12_Human	1	8	In vitro	EVs	0.0050761421319797
RIGI	12_Human	1	8	In vitro	EVs	0.0050761421319797
EGFR	12_Human;14_Human	2	8	In vitro	EVs	0.0110641660840755
ITGB3	12_Human	1	8	In vitro	EVs	0.0050761421319797
IFIT2	12_Human	1	8	In vitro	EVs	0.0050761421319797
IFIT1	12_Human	1	8	In vitro	EVs	0.0050761421319797
LAMC1	12_Human;14_Human;18_Human;19_Human	4	8	In vitro	EVs	0.0200644649221229
H1-2	12_Human	1	8	In vitro	EVs	0.0050761421319797
POR	12_Human	1	8	In vitro	EVs	0.0050761421319797
EIF2AK2	12_Human	1	8	In vitro	EVs	0.0050761421319797
FDXR	12_Human	1	8	In vitro	EVs	0.0050761421319797
LAMA1	12_Human;18_Human;19_Human	3	8	In vitro	EVs	0.0140764409700271
MGAT1	12_Human	1	8	In vitro	EVs	0.0050761421319797
MCAM	12_Human	1	8	In vitro	EVs	0.0050761421319797
RAB27A	12_Human	1	8	In vitro	EVs	0.0050761421319797
IFI35	12_Human	1	8	In vitro	EVs	0.0050761421319797
APLP2	12_Human	1	8	In vitro	EVs	0.0050761421319797
MGAT5	12_Human	1	8	In vitro	EVs	0.0050761421319797
TRAF2	12_Human	1	8	In vitro	EVs	0.0050761421319797
CALCOCO2	12_Human	1	8	In vitro	EVs	0.0050761421319797
MYO9B	12_Human	1	8	In vitro	EVs	0.0050761421319797
RIN1	12_Human	1	8	In vitro	EVs	0.0050761421319797
BMPR2	12_Human	1	8	In vitro	EVs	0.0050761421319797
CUX1	12_Human	1	8	In vitro	EVs	0.0050761421319797
DSG2	12_Human	1	8	In vitro	EVs	0.0050761421319797
TRIM14	12_Human	1	8	In vitro	EVs	0.0050761421319797
DLGAP5	12_Human	1	8	In vitro	EVs	0.0050761421319797
MAN2A1	12_Human	1	8	In vitro	EVs	0.0050761421319797
LRRFIP1	12_Human	1	8	In vitro	EVs	0.0050761421319797
SAMD9	12_Human	1	8	In vitro	EVs	0.0050761421319797
RNF20	12_Human	1	8	In vitro	EVs	0.0050761421319797
TPP2	12_Human	1	8	In vitro	EVs	0.0050761421319797
RHBDF2	12_Human	1	8	In vitro	EVs	0.0050761421319797
HS2ST1	12_Human	1	8	In vitro	EVs	0.0050761421319797
TRAPPC11	12_Human	1	8	In vitro	EVs	0.0050761421319797
PIP4P1	12_Human	1	8	In vitro	EVs	0.0050761421319797
TMEM200A	12_Human	1	8	In vitro	EVs	0.0050761421319797
KIAA2013	12_Human	1	8	In vitro	EVs	0.0050761421319797
SFRP1	12_Human	1	8	In vitro	EVs	0.0050761421319797
RNF149	12_Human	1	8	In vitro	EVs	0.0050761421319797
CHST14	12_Human	1	8	In vitro	EVs	0.0050761421319797
CANT1	12_Human	1	8	In vitro	EVs	0.0050761421319797
DDB2	12_Human	1	8	In vitro	EVs	0.0050761421319797
H1-10	12_Human	1	8	In vitro	EVs	0.0050761421319797
DHX38	12_Human	1	8	In vitro	EVs	0.0050761421319797
EXT2	12_Human;17_Human	2	8	In vitro	EVs	0.0214695847549305
COG3	12_Human	1	8	In vitro	EVs	0.0050761421319797
DNAJC2	12_Human	1	8	In vitro	EVs	0.0050761421319797
OSMR	12_Human	1	8	In vitro	EVs	0.0050761421319797
TM9SF2	12_Human	1	8	In vitro	EVs	0.0050761421319797
TEP1	12_Human;14_Human	2	8	In vitro	EVs	0.0110641660840755
QTRT1	12_Human	1	8	In vitro	EVs	0.0050761421319797
SCPEP1	12_Human	1	8	In vitro	EVs	0.0050761421319797
TM9SF3	12_Human	1	8	In vitro	EVs	0.0050761421319797
ABCF3	12_Human	1	8	In vitro	EVs	0.0050761421319797
OGFR	12_Human	1	8	In vitro	EVs	0.0050761421319797
MACROH2A2	12_Human	1	8	In vitro	EVs	0.0050761421319797
BCAP29	12_Human	1	8	In vitro	EVs	0.0050761421319797
HERC5	12_Human	1	8	In vitro	EVs	0.0050761421319797
STX8	12_Human	1	8	In vitro	EVs	0.0050761421319797
F11R	12_Human	1	8	In vitro	EVs	0.0050761421319797
IGFBP4	13_Human	1	8	In vitro	EVs	0.0625
LOXL2	13_Human;14_Human;18_Human	3	8	In vitro	EVs	0.0713533534649898
FAT1	14_Human	1	8	In vitro	EVs	0.00598802395209581
SLIT3	14_Human	1	8	In vitro	EVs	0.00598802395209581
UBE3A	14_Human	1	8	In vitro	EVs	0.00598802395209581
CD9	14_Human	1	8	In vitro	EVs	0.00598802395209581
TNXB	14_Human	1	8	In vitro	EVs	0.00598802395209581
SSC5D	14_Human	1	8	In vitro	EVs	0.00598802395209581
QSOX1	14_Human;17_Human;18_Human	3	8	In vitro	EVs	0.0252467960879406
AGRN	14_Human;17_Human	2	8	In vitro	EVs	0.0223814665750466
ERLIN1	14_Human	1	8	In vitro	EVs	0.00598802395209581
SLIT2	14_Human	1	8	In vitro	EVs	0.00598802395209581
ERLIN2	14_Human	1	8	In vitro	EVs	0.00598802395209581
FN1	14_Human;16_Human;18_Human;19_Human	4	8	In vitro	EVs	0.0372105450123654
ALDH2	14_Human	1	8	In vitro	EVs	0.00598802395209581
PDHA1	14_Human	1	8	In vitro	EVs	0.00598802395209581
PTPRF	14_Human;17_Human	2	8	In vitro	EVs	0.0223814665750466
ACADM	14_Human	1	8	In vitro	EVs	0.00598802395209581
BMP1	14_Human;18_Human	2	8	In vitro	EVs	0.00885335346498979
NID1	14_Human;17_Human;18_Human	3	8	In vitro	EVs	0.0252467960879406
HK1	14_Human	1	8	In vitro	EVs	0.00598802395209581
COMT	14_Human	1	8	In vitro	EVs	0.00598802395209581
LAMA2	14_Human;19_Human	2	8	In vitro	EVs	0.0121229932772492
EPHB2	14_Human	1	8	In vitro	EVs	0.00598802395209581
CHI3L1	14_Human;18_Human;19_Human	3	8	In vitro	EVs	0.0149883227901432
EPHB4	14_Human	1	8	In vitro	EVs	0.00598802395209581
SLC12A2	14_Human	1	8	In vitro	EVs	0.00598802395209581
SLC12A1	14_Human	1	8	In vitro	EVs	0.00598802395209581
IFITM3	14_Human	1	8	In vitro	EVs	0.00598802395209581
GALNT1	14_Human;18_Human	2	8	In vitro	EVs	0.00885335346498979
PTK7	14_Human;18_Human	2	8	In vitro	EVs	0.00885335346498979
DAG1	14_Human;18_Human	2	8	In vitro	EVs	0.00885335346498979
EMC2	14_Human	1	8	In vitro	EVs	0.00598802395209581
PPP2R5E	14_Human	1	8	In vitro	EVs	0.00598802395209581
IMMT	14_Human	1	8	In vitro	EVs	0.00598802395209581
CPZ	14_Human	1	8	In vitro	EVs	0.00598802395209581
SLC25A24	14_Human	1	8	In vitro	EVs	0.00598802395209581
IKBIP	14_Human	1	8	In vitro	EVs	0.00598802395209581
MAMDC2	14_Human	1	8	In vitro	EVs	0.00598802395209581
VPS36	14_Human	1	8	In vitro	EVs	0.00598802395209581
SULF2	14_Human	1	8	In vitro	EVs	0.00598802395209581
TXNDC5	14_Human;18_Human	2	8	In vitro	EVs	0.00885335346498979
NPLOC4	14_Human	1	8	In vitro	EVs	0.00598802395209581
IGSF8	14_Human	1	8	In vitro	EVs	0.00598802395209581
DIP2B	14_Human	1	8	In vitro	EVs	0.00598802395209581
PTGFRN	14_Human	1	8	In vitro	EVs	0.00598802395209581
CTSZ	14_Human;18_Human	2	8	In vitro	EVs	0.00885335346498979
VPS28	14_Human	1	8	In vitro	EVs	0.00598802395209581
ANGPTL2	14_Human	1	8	In vitro	EVs	0.00598802395209581
EPB41L3	14_Human	1	8	In vitro	EVs	0.00598802395209581
FHOD1	14_Human	1	8	In vitro	EVs	0.00598802395209581
GPC6	14_Human	1	8	In vitro	EVs	0.00598802395209581
LDHAL6A	16_Human	1	8	In vitro	EVs	0.0222222222222222
H2AX	16_Human	1	8	In vitro	EVs	0.0222222222222222
CES1	16_Human	1	8	In vitro	EVs	0.0222222222222222
COL14A1	16_Human;18_Human	2	8	In vitro	EVs	0.0250875517351162
BGN	17_Human;18_Human	2	8	In vitro	EVs	0.0192587721358448
LAMC2	17_Human	1	8	In vitro	EVs	0.0163934426229508
HOOK3	17_Human	1	8	In vitro	EVs	0.0163934426229508
NEO1	17_Human;19_Human	2	8	In vitro	EVs	0.0225284119481042
IGFBP5	17_Human	1	8	In vitro	EVs	0.0163934426229508
EML2	17_Human	1	8	In vitro	EVs	0.0163934426229508
TSPAN14	17_Human	1	8	In vitro	EVs	0.0163934426229508
HABP2	17_Human	1	8	In vitro	EVs	0.0163934426229508
PAPPA	17_Human;19_Human	2	8	In vitro	EVs	0.0225284119481042
DNAI2	17_Human	1	8	In vitro	EVs	0.0163934426229508
CORO1A	17_Human	1	8	In vitro	EVs	0.0163934426229508
NOTCH3	17_Human	1	8	In vitro	EVs	0.0163934426229508
MAPRE2	17_Human;19_Human	2	8	In vitro	EVs	0.0225284119481042
PLAT	17_Human	1	8	In vitro	EVs	0.0163934426229508
XYLT1	17_Human	1	8	In vitro	EVs	0.0163934426229508
LOXL1	17_Human	1	8	In vitro	EVs	0.0163934426229508
PARVB	17_Human	1	8	In vitro	EVs	0.0163934426229508
LCP1	17_Human	1	8	In vitro	EVs	0.0163934426229508
IL6	17_Human;18_Human	2	8	In vitro	EVs	0.0192587721358448
CASK	17_Human	1	8	In vitro	EVs	0.0163934426229508
BLVRB	17_Human	1	8	In vitro	EVs	0.0163934426229508
CHAD	18_Human	1	8	In vitro	EVs	0.00286532951289398
BPIFB1	18_Human	1	8	In vitro	EVs	0.00286532951289398
PRG4	18_Human	1	8	In vitro	EVs	0.00286532951289398
APOA1	18_Human	1	8	In vitro	EVs	0.00286532951289398
MUC5B	18_Human	1	8	In vitro	EVs	0.00286532951289398
IGKC	18_Human	1	8	In vitro	EVs	0.00286532951289398
CILP	18_Human	1	8	In vitro	EVs	0.00286532951289398
COMP	18_Human;19_Human	2	8	In vitro	EVs	0.00900029883804736
IGHG1	18_Human	1	8	In vitro	EVs	0.00286532951289398
APCS	18_Human	1	8	In vitro	EVs	0.00286532951289398
FGA	18_Human	1	8	In vitro	EVs	0.00286532951289398
IGLL5	18_Human	1	8	In vitro	EVs	0.00286532951289398
IGHA1	18_Human	1	8	In vitro	EVs	0.00286532951289398
ADAMTS2	18_Human	1	8	In vitro	EVs	0.00286532951289398
ULBP2	18_Human	1	8	In vitro	EVs	0.00286532951289398
FGB	18_Human	1	8	In vitro	EVs	0.00286532951289398
IGFBP6	18_Human	1	8	In vitro	EVs	0.00286532951289398
MMP14	18_Human	1	8	In vitro	EVs	0.00286532951289398
EDIL3	18_Human	1	8	In vitro	EVs	0.00286532951289398
GOLM1	18_Human	1	8	In vitro	EVs	0.00286532951289398
NRP1	18_Human	1	8	In vitro	EVs	0.00286532951289398
GM2A	18_Human	1	8	In vitro	EVs	0.00286532951289398
LUM	18_Human;19_Human	2	8	In vitro	EVs	0.00900029883804736
CDH2	18_Human	1	8	In vitro	EVs	0.00286532951289398
GALNT5	18_Human	1	8	In vitro	EVs	0.00286532951289398
SERPINE1	18_Human	1	8	In vitro	EVs	0.00286532951289398
CILP2	18_Human	1	8	In vitro	EVs	0.00286532951289398
CLSTN1	18_Human	1	8	In vitro	EVs	0.00286532951289398
SEMA7A	18_Human	1	8	In vitro	EVs	0.00286532951289398
B4GAT1	18_Human	1	8	In vitro	EVs	0.00286532951289398
GGH	18_Human	1	8	In vitro	EVs	0.00286532951289398
CPA4	18_Human	1	8	In vitro	EVs	0.00286532951289398
S100A9	18_Human	1	8	In vitro	EVs	0.00286532951289398
C1S	18_Human;19_Human	2	8	In vitro	EVs	0.00900029883804736
KRT76	18_Human	1	8	In vitro	EVs	0.00286532951289398
NME2	18_Human	1	8	In vitro	EVs	0.00286532951289398
TNC	18_Human	1	8	In vitro	EVs	0.00286532951289398
GLOD4	18_Human	1	8	In vitro	EVs	0.00286532951289398
COLEC12	18_Human	1	8	In vitro	EVs	0.00286532951289398
HNRNPA1L2	18_Human	1	8	In vitro	EVs	0.00286532951289398
UBE2NL	18_Human	1	8	In vitro	EVs	0.00286532951289398
PRDX4	18_Human	1	8	In vitro	EVs	0.00286532951289398
IDE	18_Human	1	8	In vitro	EVs	0.00286532951289398
GOT1	18_Human	1	8	In vitro	EVs	0.00286532951289398
COL2A1	18_Human	1	8	In vitro	EVs	0.00286532951289398
GDI1	18_Human	1	8	In vitro	EVs	0.00286532951289398
ENO2	18_Human	1	8	In vitro	EVs	0.00286532951289398
GDI2	18_Human	1	8	In vitro	EVs	0.00286532951289398
GPI	18_Human	1	8	In vitro	EVs	0.00286532951289398
LIF	18_Human	1	8	In vitro	EVs	0.00286532951289398
MDH1	18_Human	1	8	In vitro	EVs	0.00286532951289398
CALM3	18_Human	1	8	In vitro	EVs	0.00286532951289398
FNDC1	18_Human	1	8	In vitro	EVs	0.00286532951289398
FGG	18_Human	1	8	In vitro	EVs	0.00286532951289398
SERPINA1	18_Human	1	8	In vitro	EVs	0.00286532951289398
FAM3C	18_Human	1	8	In vitro	EVs	0.00286532951289398
MAN1A1	18_Human	1	8	In vitro	EVs	0.00286532951289398
SRPX2	18_Human;19_Human	2	8	In vitro	EVs	0.00900029883804736
SEMG2	18_Human	1	8	In vitro	EVs	0.00286532951289398
SMOC1	18_Human	1	8	In vitro	EVs	0.00286532951289398
ANGPT1	18_Human;19_Human	2	8	In vitro	EVs	0.00900029883804736
CTSL	18_Human	1	8	In vitro	EVs	0.00286532951289398
PROS1	18_Human	1	8	In vitro	EVs	0.00286532951289398
ECM1	18_Human	1	8	In vitro	EVs	0.00286532951289398
PLTP	18_Human	1	8	In vitro	EVs	0.00286532951289398
CFB	18_Human	1	8	In vitro	EVs	0.00286532951289398
CRLF1	18_Human	1	8	In vitro	EVs	0.00286532951289398
MMP10	18_Human	1	8	In vitro	EVs	0.00286532951289398
ENO3	18_Human	1	8	In vitro	EVs	0.00286532951289398
LGALS7B	18_Human	1	8	In vitro	EVs	0.00286532951289398
LGALS7	18_Human	1	8	In vitro	EVs	0.00286532951289398
CHI3L2	18_Human	1	8	In vitro	EVs	0.00286532951289398
LBP	18_Human	1	8	In vitro	EVs	0.00286532951289398
PRDX1	18_Human	1	8	In vitro	EVs	0.00286532951289398
TGFB2	18_Human	1	8	In vitro	EVs	0.00286532951289398
PRDX2	18_Human	1	8	In vitro	EVs	0.00286532951289398
SPON2	18_Human	1	8	In vitro	EVs	0.00286532951289398
PTGDS	18_Human	1	8	In vitro	EVs	0.00286532951289398
FABP1	18_Human	1	8	In vitro	EVs	0.00286532951289398
ALDH1A1	18_Human	1	8	In vitro	EVs	0.00286532951289398
KRT77	18_Human	1	8	In vitro	EVs	0.00286532951289398
KRT78	18_Human	1	8	In vitro	EVs	0.00286532951289398
KRT16	18_Human	1	8	In vitro	EVs	0.00286532951289398
KRT17	18_Human	1	8	In vitro	EVs	0.00286532951289398
VCAM1	18_Human	1	8	In vitro	EVs	0.00286532951289398
MYO7B	18_Human	1	8	In vitro	EVs	0.00286532951289398
H2BC13	18_Human	1	8	In vitro	EVs	0.00286532951289398
CKM	18_Human	1	8	In vitro	EVs	0.00286532951289398
ART4	19_Human	1	8	In vitro	EVs	0.00613496932515337
OTUB1	19_Human	1	8	In vitro	EVs	0.00613496932515337
AZGP1	19_Human	1	8	In vitro	EVs	0.00613496932515337
FBN3	19_Human	1	8	In vitro	EVs	0.00613496932515337
LGALSL	19_Human	1	8	In vitro	EVs	0.00613496932515337
PCOLCE2	19_Human	1	8	In vitro	EVs	0.00613496932515337
MYH14	19_Human	1	8	In vitro	EVs	0.00613496932515337
STC1	19_Human	1	8	In vitro	EVs	0.00613496932515337
EHD3	19_Human	1	8	In vitro	EVs	0.00613496932515337
VEGFC	19_Human	1	8	In vitro	EVs	0.00613496932515337
ITGAV	19_Human	1	8	In vitro	EVs	0.00613496932515337
SEC23A	19_Human	1	8	In vitro	EVs	0.00613496932515337
FIBIN	19_Human	1	8	In vitro	EVs	0.00613496932515337
CAV3	19_Human	1	8	In vitro	EVs	0.00613496932515337
AP2A1	19_Human	1	8	In vitro	EVs	0.00613496932515337
BSG	19_Human	1	8	In vitro	EVs	0.00613496932515337
UCN3	19_Human	1	8	In vitro	EVs	0.00613496932515337
C1QTNF1	19_Human	1	8	In vitro	EVs	0.00613496932515337
GDF6	19_Human	1	8	In vitro	EVs	0.00613496932515337
KPNB1	19_Human	1	8	In vitro	EVs	0.00613496932515337
HOXC10	19_Human	1	8	In vitro	EVs	0.00613496932515337
NT5E	19_Human	1	8	In vitro	EVs	0.00613496932515337
CCN5	19_Human	1	8	In vitro	EVs	0.00613496932515337
CLTC	19_Human	1	8	In vitro	EVs	0.00613496932515337
THBS3	19_Human	1	8	In vitro	EVs	0.00613496932515337
TNFAIP6	19_Human	1	8	In vitro	EVs	0.00613496932515337
SNED1	19_Human	1	8	In vitro	EVs	0.00613496932515337
SPON1	19_Human	1	8	In vitro	EVs	0.00613496932515337
PAMR1	19_Human	1	8	In vitro	EVs	0.00613496932515337
ITGB1	19_Human	1	8	In vitro	EVs	0.00613496932515337
PSMA6	19_Human	1	8	In vitro	EVs	0.00613496932515337
KATNAL2	19_Human	1	8	In vitro	EVs	0.00613496932515337
GVINP1	19_Human	1	8	In vitro	EVs	0.00613496932515337
ARPC1B	19_Human	1	8	In vitro	EVs	0.00613496932515337
ECM2	19_Human	1	8	In vitro	EVs	0.00613496932515337
ACTR3	19_Human	1	8	In vitro	EVs	0.00613496932515337
ADK	19_Human	1	8	In vitro	EVs	0.00613496932515337
PCYOX1L	19_Human	1	8	In vitro	EVs	0.00613496932515337
AP1B1	19_Human	1	8	In vitro	EVs	0.00613496932515337
PDGFD	19_Human	1	8	In vitro	EVs	0.00613496932515337
AHCY	19_Human	1	8	In vitro	EVs	0.00613496932515337
DSG1	19_Human	1	8	In vitro	EVs	0.00613496932515337
HDLBP	1_Human;7_Human;8_Human	3	11	In vitro	Cells	0.00636221121809493
NOSIP	1_Human	1	11	In vitro	Cells	0.00102669404517454
GPX4	1_Human	1	11	In vitro	Cells	0.00102669404517454
COL1A2	1_Human;2_Human;5_Human	3	11	In vitro	Cells	0.011269719137296
KHSRP	1_Human	1	11	In vitro	Cells	0.00102669404517454
HNRNPDL	1_Human;7_Human;8_Human	3	11	In vitro	Cells	0.00636221121809493
IKBKG	1_Human	1	11	In vitro	Cells	0.00102669404517454
ITSN2	1_Human;8_Human	2	11	In vitro	Cells	0.00273902281229783
VTA1	1_Human	1	11	In vitro	Cells	0.00102669404517454
BOLA2B	1_Human	1	11	In vitro	Cells	0.00102669404517454
BOLA2-SMG1P6	1_Human	1	11	In vitro	Cells	0.00102669404517454
SLC4A1AP	1_Human	1	11	In vitro	Cells	0.00102669404517454
SELENOF	1_Human;11_Human	2	11	In vitro	Cells	0.00533703887276074
PSME2	1_Human	1	11	In vitro	Cells	0.00102669404517454
PDZD11	1_Human	1	11	In vitro	Cells	0.00102669404517454
RTF2	1_Human	1	11	In vitro	Cells	0.00102669404517454
FGF2	1_Human;3_Human;5_Human	3	11	In vitro	Cells	0.0168959873534922
MBNL1	1_Human;8_Human	2	11	In vitro	Cells	0.00273902281229783
MBNL3	1_Human;8_Human	2	11	In vitro	Cells	0.00273902281229783
NAV1	1_Human	1	11	In vitro	Cells	0.00102669404517454
PCMT1	1_Human;4_Human	2	11	In vitro	Cells	0.00417134813322485
F5	1_Human;10_Human	2	11	In vitro	Cells	0.00251478928326978
NOLC1	1_Human	1	11	In vitro	Cells	0.00102669404517454
TK2	1_Human	1	11	In vitro	Cells	0.00102669404517454
LAMA4	1_Human	1	11	In vitro	Cells	0.00102669404517454
ELOVL5	1_Human	1	11	In vitro	Cells	0.00102669404517454
NCEH1	1_Human;6_Human	2	11	In vitro	Cells	0.00643209945057994
H2AZ2	1_Human;11_Human	2	11	In vitro	Cells	0.00533703887276074
H2AZ1	1_Human	1	11	In vitro	Cells	0.00102669404517454
STON1-GTF2A1L	1_Human	1	11	In vitro	Cells	0.00102669404517454
STON1	1_Human	1	11	In vitro	Cells	0.00102669404517454
GATD3	1_Human	1	11	In vitro	Cells	0.00102669404517454
ARSA	1_Human;2_Human;10_Human	3	11	In vitro	Cells	0.00970903388758632
RPSA	1_Human;2_Human;7_Human;11_Human	4	11	In vitro	Cells	0.0161544718828744
ABLIM3	1_Human	1	11	In vitro	Cells	0.00102669404517454
CAPNS2	1_Human;3_Human;4_Human	3	11	In vitro	Cells	0.0169918609537377
CAPNS1	1_Human;3_Human;4_Human;10_Human	4	11	In vitro	Cells	0.0184799561918329
IGHV5-51	1_Human	1	11	In vitro	Cells	0.00102669404517454
HSPA1B	1_Human;7_Human	2	11	In vitro	Cells	0.00464988245097164
HSPA1A	1_Human;7_Human;11_Human	3	11	In vitro	Cells	0.00896022727855785
RALGPS2	1_Human	1	11	In vitro	Cells	0.00102669404517454
FXR1	1_Human	1	11	In vitro	Cells	0.00102669404517454
ATAD2B	1_Human	1	11	In vitro	Cells	0.00102669404517454
ACVR1	1_Human	1	11	In vitro	Cells	0.00102669404517454
RBMX	1_Human;5_Human;10_Human;11_Human	4	11	In vitro	Cells	0.00987391459866086
